filename,group,baseline_text,target_text,needs_correction,edit_distance,baseline_score
blur_000000456.png,blur,白百合金,百合金,1,1,0.371405
blur_000000457.png,blur,设蓝,设置,1,1,0.248468
blur_000000458.png,blur,衣营家,衣管家,1,1,0.659979
blur_000000459.png,blur,主级南店,主题商店,1,2,0.028528
blur_000000461.png,blur,银干,蠔干,1,1,0.043399
blur_000000462.png,blur,,台灣大学校长,1,6,0.085267
blur_000000463.png,blur,营,不要掌,1,3,0.086067
blur_000000465.png,blur,以务招营工路,从茶园到茶杯,1,6,0.073083
blur_000000466.png,blur,主,主编,1,1,0.770822
blur_000000468.png,blur,何大人,包大人,1,1,0.643487
blur_000000470.png,blur,具,海丰特产,1,4,0.061667
blur_000000472.png,blur,本区,杰艺,1,2,0.099119
blur_000000473.png,blur,时8s,浏览器,1,3,0.155780
blur_000000475.png,blur,电话,电器,1,1,0.261441
blur_000000477.png,blur,上滑解锁,上划解锁,1,1,0.194504
blur_000000479.png,blur,绵著,编著,1,1,0.232257
blur_000000480.png,blur,快场信动,你的信赖,1,3,0.159489
blur_000000481.png,blur,设酒,设置,1,1,0.085867
blur_000000483.png,blur,主轻,主题,1,1,0.199444
blur_000000485.png,blur,E,修补笔,1,3,0.124156
blur_000000486.png,blur,净仓带,净含量,1,2,0.379799
blur_000000487.png,blur,土国,主编,1,2,0.037306
blur_000000488.png,blur,江院,定制,1,2,0.107614
blur_000000490.png,blur,车轻营街,年轻父母,1,3,0.263072
blur_000000492.png,blur,Wn,设置,1,2,0.098957
blur_000000493.png,blur,拒晚随波瓷流,拒绝随波逐流,1,2,0.091390
blur_000000494.png,blur,专专人1购中招,专业人士的选择,1,5,0.127181
blur_000000495.png,blur,联动材调卖安业,精选材质更安全,1,5,0.148900
blur_000000496.png,blur,从萧网村邦,从茶园到茶杯,1,5,0.087216
blur_000000497.png,blur,EN,主题,1,2,0.219442
blur_000000498.png,blur,钟大龙,钟大夫,1,1,0.334959
blur_000000499.png,blur,F年,下午,1,2,0.199388
oblique_or_curved_000000001.png,oblique_or_curved,福田脑：,福田震萨,1,2,0.048544
oblique_or_curved_000000002.png,oblique_or_curved,燕老味发,秦晋味道,1,3,0.178237
oblique_or_curved_000000003.png,oblique_or_curved,多,voitures,1,8,0.065061
oblique_or_curved_000000004.png,oblique_or_curved,小城,太重宾馆,1,4,0.057654
oblique_or_curved_000000005.png,oblique_or_curved,新%g,新安社区人民调解委员会,1,10,0.045594
oblique_or_curved_000000006.png,oblique_or_curved,8,不随地吐痰,1,5,0.078765
oblique_or_curved_000000007.png,oblique_or_curved,国城店,第1世界大店,1,5,0.049279
oblique_or_curved_000000008.png,oblique_or_curved,部,包装,1,2,0.076525
oblique_or_curved_000000009.png,oblique_or_curved,60,god,1,3,0.123359
oblique_or_curved_000000010.png,oblique_or_curved,化筑桥业,绿色建筑研究,1,5,0.030446
oblique_or_curved_000000011.png,oblique_or_curved,,湖南胖哥视频有限,1,8,0.224070
oblique_or_curved_000000012.png,oblique_or_curved,大实设市有会,青浦区香花桥街道青山社区,1,12,0.041455
oblique_or_curved_000000013.png,oblique_or_curved,屋,ialiy,1,5,0.059451
oblique_or_curved_000000014.png,oblique_or_curved,101010,1012010-01,1,4,0.434079
oblique_or_curved_000000015.png,oblique_or_curved,,雲南,1,2,0.188329
oblique_or_curved_000000016.png,oblique_or_curved,家盛进,质量保证,1,4,0.057235
oblique_or_curved_000000017.png,oblique_or_curved,O,工业品,1,3,0.089378
oblique_or_curved_000000018.png,oblique_or_curved,S,公司,1,2,0.069769
oblique_or_curved_000000019.png,oblique_or_curved,,l.n.,1,4,0.096214
oblique_or_curved_000000020.png,oblique_or_curved,a山,ldeol,1,5,0.041891
oblique_or_curved_000000021.png,oblique_or_curved,8,cao·,1,4,0.089544
oblique_or_curved_000000022.png,oblique_or_curved,,深圳市,1,3,0.121277
oblique_or_curved_000000023.png,oblique_or_curved,福,量低,1,2,0.082007
oblique_or_curved_000000024.png,oblique_or_curved,人商品,请确认商品,1,3,0.164126
oblique_or_curved_000000025.png,oblique_or_curved,SNNO,guarantee,1,9,0.092463
oblique_or_curved_000000026.png,oblique_or_curved,DSp,dsklr,1,5,0.251269
oblique_or_curved_000000027.png,oblique_or_curved,oRn司,expressu,1,8,0.047436
oblique_or_curved_000000028.png,oblique_or_curved,"1SML,",dsklr,1,5,0.220002
oblique_or_curved_000000029.png,oblique_or_curved,福,ches,1,4,0.170232
oblique_or_curved_000000030.png,oblique_or_curved,,litv,1,4,0.228468
oblique_or_curved_000000031.png,oblique_or_curved,,普瑞达,1,3,0.205346
oblique_or_curved_000000032.png,oblique_or_curved,茶,配件,1,2,0.104077
oblique_or_curved_000000033.png,oblique_or_curved,,荣誉出品,1,4,0.032316
oblique_or_curved_000000034.png,oblique_or_curved,ee,fisheye,1,5,0.101880
oblique_or_curved_000000035.png,oblique_or_curved,育,state,1,5,0.131671
oblique_or_curved_000000036.png,oblique_or_curved,菜,深圳,1,2,0.072266
oblique_or_curved_000000037.png,oblique_or_curved,,wetherm,1,7,0.475200
oblique_or_curved_000000038.png,oblique_or_curved,金,旅行装,1,3,0.088834
oblique_or_curved_000000040.png,oblique_or_curved,X,丰顺,1,2,0.084946
oblique_or_curved_000000041.png,oblique_or_curved,CO,acu,1,3,0.100916
oblique_or_curved_000000042.png,oblique_or_curved,,black,1,5,0.083617
oblique_or_curved_000000043.png,oblique_or_curved,fuo,yunon,1,3,0.122047
oblique_or_curved_000000044.png,oblique_or_curved,A8,pickup,1,6,0.144863
oblique_or_curved_000000045.png,oblique_or_curved,,通过iso9001,1,9,0.282606
oblique_or_curved_000000046.png,oblique_or_curved,台,ams,1,3,0.072945
oblique_or_curved_000000047.png,oblique_or_curved,nN,hion,1,4,0.400210
oblique_or_curved_000000048.png,oblique_or_curved,6,ce,1,2,0.239270
oblique_or_curved_000000049.png,oblique_or_curved,酒,concentrated,1,12,0.029423
oblique_or_curved_000000051.png,oblique_or_curved,福,小不点,1,3,0.096689
oblique_or_curved_000000052.png,oblique_or_curved,刮多,刮贴,1,1,0.089972
oblique_or_curved_000000053.png,oblique_or_curved,,6中b族维生素,1,7,0.140689
oblique_or_curved_000000054.png,oblique_or_curved,414F,414f,1,1,0.946865
oblique_or_curved_000000055.png,oblique_or_curved,,seal,1,4,0.267779
oblique_or_curved_000000056.png,oblique_or_curved,新工性多,坚利工具,1,4,0.199023
oblique_or_curved_000000057.png,oblique_or_curved,北西金安服路产所州品箱司,河北朵唯斯羊绒制品有限公司,1,11,0.080967
oblique_or_curved_000000058.png,oblique_or_curved,家,epson,1,5,0.040645
oblique_or_curved_000000059.png,oblique_or_curved,,hydno-soothing,1,14,0.198233
oblique_or_curved_000000060.png,oblique_or_curved,CW,lachi,1,5,0.220861
oblique_or_curved_000000061.png,oblique_or_curved,热盟A区8Ta1rmgsn,dha&epaomeqa-3fattyacids,1,23,0.034360
oblique_or_curved_000000062.png,oblique_or_curved,环修,德明,1,2,0.034180
oblique_or_curved_000000063.png,oblique_or_curved,f,100%,1,4,0.104616
oblique_or_curved_000000064.png,oblique_or_curved,MO,nagn,1,4,0.399436
oblique_or_curved_000000065.png,oblique_or_curved,自,iniet,1,5,0.129080
oblique_or_curved_000000066.png,oblique_or_curved,电子家,军锐电子商城,1,4,0.111100
oblique_or_curved_000000067.png,oblique_or_curved,福,jaoan,1,5,0.060881
oblique_or_curved_000000068.png,oblique_or_curved,O,po,1,2,0.334408
oblique_or_curved_000000069.png,oblique_or_curved,,gigwi,1,5,0.543044
oblique_or_curved_000000070.png,oblique_or_curved,海,全国,1,2,0.106407
oblique_or_curved_000000071.png,oblique_or_curved,Q0,qo,1,2,0.231791
oblique_or_curved_000000072.png,oblique_or_curved,店,有限公司,1,4,0.060562
oblique_or_curved_000000073.png,oblique_or_curved,,soap,1,4,0.089485
oblique_or_curved_000000075.png,oblique_or_curved,,全程定位,1,4,0.368765
oblique_or_curved_000000076.png,oblique_or_curved,S,rosa,1,4,0.055130
oblique_or_curved_000000077.png,oblique_or_curved,,sealed-for,1,10,0.020370
oblique_or_curved_000000078.png,oblique_or_curved,09,ned,1,3,0.315216
oblique_or_curved_000000079.png,oblique_or_curved,ARB,arb,1,3,0.603229
oblique_or_curved_000000080.png,oblique_or_curved,g,源电,1,2,0.088487
oblique_or_curved_000000081.png,oblique_or_curved,福,国际质量认证,1,6,0.057408
oblique_or_curved_000000082.png,oblique_or_curved,南,heilongjianglvseyoujishipin,1,27,0.034218
oblique_or_curved_000000083.png,oblique_or_curved,幼,电话,1,2,0.200332
oblique_or_curved_000000084.png,oblique_or_curved,福,brand,1,5,0.205570
oblique_or_curved_000000085.png,oblique_or_curved,上源,达源,1,1,0.234924
oblique_or_curved_000000086.png,oblique_or_curved,MING,ming,1,4,0.371954
oblique_or_curved_000000087.png,oblique_or_curved,,h-w,1,3,0.396052
oblique_or_curved_000000088.png,oblique_or_curved,欢国电场,保持车距,1,4,0.062055
oblique_or_curved_000000089.png,oblique_or_curved,福,店长推荐,1,4,0.056910
oblique_or_curved_000000090.png,oblique_or_curved,怪默,怪獸,1,1,0.573659
oblique_or_curved_000000091.png,oblique_or_curved,,scotch,1,6,0.037537
oblique_or_curved_000000092.png,oblique_or_curved,S,guar,1,4,0.064649
oblique_or_curved_000000093.png,oblique_or_curved,y,coffee,1,6,0.104703
oblique_or_curved_000000094.png,oblique_or_curved,,有限,1,2,0.161440
oblique_or_curved_000000095.png,oblique_or_curved,长大银生,进口nsk外,1,6,0.046877
oblique_or_curved_000000096.png,oblique_or_curved,S,the,1,3,0.135081
oblique_or_curved_000000097.png,oblique_or_curved,,快捷方便,1,4,0.191379
oblique_or_curved_000000098.png,oblique_or_curved,多,solder,1,6,0.130739
oblique_or_curved_000000099.png,oblique_or_curved,四购店,网购超,1,2,0.087960
oblique_or_curved_000000100.png,oblique_or_curved,加,多泡一会儿,1,5,0.101591
occlusion_000000001.png,occlusion,福田脑：,福田震萨,1,2,0.048544
occlusion_000000003.png,occlusion,面标,商标,1,1,0.192293
occlusion_000000004.png,occlusion,I,专业空调维护,1,6,0.026568
occlusion_000000005.png,occlusion,银家,链家,1,1,0.110275
occlusion_000000006.png,occlusion,_,洗车,1,2,0.149704
occlusion_000000007.png,occlusion,XAY,xay,1,3,0.821744
occlusion_000000008.png,occlusion,金歌量贩厂,金歌量贩ktv,1,3,0.181979
occlusion_000000009.png,occlusion,内设包厢订电店,内设包厢订餐送餐电话,1,4,0.069550
occlusion_000000010.png,occlusion,香烧味,香烧店,1,1,0.056926
occlusion_000000011.png,occlusion,致美面餐,致美面包,1,1,0.082236
occlusion_000000013.png,occlusion,金,台,1,1,0.104473
occlusion_000000014.png,occlusion,卖您放心买”市场,卖，您放心买”市场,1,1,0.581870
occlusion_000000015.png,occlusion,意,创五洋品,1,4,0.041733
occlusion_000000016.png,occlusion,惠紫理,实惠舒适卫生,1,5,0.060647
occlusion_000000017.png,occlusion,华江发心,正元文印中心,1,5,0.059324
occlusion_000000018.png,occlusion,彩菜画小,彩页画册,1,2,0.124817
occlusion_000000019.png,occlusion,华学嘉业,华宇嘉业,1,1,0.397444
occlusion_000000020.png,occlusion,美海用卫有城公用区车区公产品部,秋梅贸易有限公司优农汇农产品连锁,1,12,0.051101
occlusion_000000022.png,occlusion,80-96·国际品牌精装,8096m2国际品牌精装,1,3,0.327358
occlusion_000000023.png,occlusion,TRATL,train,1,5,0.127563
occlusion_000000025.png,occlusion,M元天话,mboss,1,5,0.074182
occlusion_000000026.png,occlusion,微程无限房产,毅程无限房产,1,1,0.061255
occlusion_000000027.png,occlusion,精中高档轿车,精修中高档轿车,1,1,0.514677
occlusion_000000028.png,occlusion,鑫座套换型,鑫座套换洗,1,1,0.078220
occlusion_000000029.png,occlusion,热心,建材,1,2,0.102466
occlusion_000000030.png,occlusion,维林西净星河研石酒场,桂林市净瓶山桥奇石市场,1,7,0.066580
occlusion_000000032.png,occlusion,BA大行,baish,1,5,0.057795
occlusion_000000034.png,occlusion,京瑜中西修,北京裕和中西医,1,4,0.170563
occlusion_000000035.png,occlusion,MASSAGE,massage,1,7,0.930788
occlusion_000000036.png,occlusion,住后由话：020-8562631085626408,售后电话：020-8562631085626408,1,2,0.323290
occlusion_000000037.png,occlusion,让天空蔚砖,让天空蔚蓝,1,1,0.163186
occlusion_000000038.png,occlusion,龙甲防热,龙甲防盗门,1,2,0.130374
occlusion_000000040.png,occlusion,小心,欢迎您,1,3,0.142022
occlusion_000000041.png,occlusion,中州医院,西医院,1,2,0.080590
occlusion_000000042.png,occlusion,彩玉会,翠玉合,1,2,0.315613
occlusion_000000043.png,occlusion,西华教面,西部华拉面,1,2,0.150455
occlusion_000000044.png,occlusion,,签,1,1,0.125886
occlusion_000000045.png,occlusion,长学新城·商业中心,长新城•商业中心,1,2,0.464861
occlusion_000000046.png,occlusion,,春風得意,1,4,0.067278
occlusion_000000047.png,occlusion,安服热线：06877,客服热线：96877,1,2,0.516396
occlusion_000000048.png,occlusion,大文国育经询,联文教育信息咨询,1,5,0.084048
occlusion_000000049.png,occlusion,第,电话,1,2,0.042731
occlusion_000000050.png,occlusion,四川标准建筑科技贴善中心,四川标准建筑科技购书中心,1,2,0.082760
occlusion_000000051.png,occlusion,A气睡民,氧气睡眠,1,2,0.454877
occlusion_000000052.png,occlusion,%,码专营,1,3,0.151769
occlusion_000000053.png,occlusion,Aore No:,storeno：,1,5,0.150765
occlusion_000000054.png,occlusion,英超服教,英超奶粉,1,2,0.128097
occlusion_000000055.png,occlusion,安吉外万建影,安吉尔净水基地,1,5,0.066585
occlusion_000000056.png,occlusion,HOSTERN,wfstern,1,7,0.443548
occlusion_000000057.png,occlusion,nndsom,handsome,1,3,0.220964
occlusion_000000058.png,occlusion,小乐经洋服盛,小妖日系洋服殿,1,4,0.204839
occlusion_000000059.png,occlusion,,萌豆豆品牌专柜/guoyugongsi,1,19,0.475677
occlusion_000000061.png,occlusion,2013.NoV,2013.nov,1,2,0.229449
occlusion_000000062.png,occlusion,情年教业,温情与敬意,1,4,0.068399
occlusion_000000063.png,occlusion,,https:,1,6,0.082676
occlusion_000000064.png,occlusion,房,易,1,1,0.910746
occlusion_000000065.png,occlusion,的,英雄lol强,1,6,0.064785
occlusion_000000066.png,occlusion,乐号,赛尔号,1,2,0.452809
occlusion_000000068.png,occlusion,Ce,淘宝id:中南一夜,1,9,0.171447
occlusion_000000069.png,occlusion,COrn,com,1,4,0.318966
occlusion_000000070.png,occlusion,原价:330,原价：330,1,1,0.779192
occlusion_000000071.png,occlusion,高心系,通讯ic系列,1,5,0.192507
occlusion_000000072.png,occlusion,实路,实物拍摄,1,3,0.128676
occlusion_000000073.png,occlusion,IPnoneo,iphone6,1,4,0.361842
occlusion_000000074.png,occlusion,顺宾,找书：,1,3,0.164676
occlusion_000000075.png,occlusion,菜物拍摄密图究,实物拍摄盗图必究,1,3,0.157923
occlusion_000000076.png,occlusion,S力伟中,永久使用,1,4,0.172902
occlusion_000000077.png,occlusion,康国,紫图,1,2,0.186206
occlusion_000000079.png,occlusion,KiEtg,kitty,1,3,0.126426
occlusion_000000080.png,occlusion,eo`,co&co,1,4,0.210734
occlusion_000000081.png,occlusion,花具A,花期,1,2,0.298708
occlusion_000000083.png,occlusion,饭,y,1,1,0.102363
occlusion_000000084.png,occlusion,,辉,1,1,0.177062
occlusion_000000085.png,occlusion,第海光港具,宏阳抛光清洗,1,5,0.028263
occlusion_000000086.png,occlusion,苏大啡,frank3109,1,9,0.075904
occlusion_000000087.png,occlusion,P,f,1,1,0.080958
occlusion_000000088.png,occlusion,,tl084cn,1,7,0.051450
occlusion_000000089.png,occlusion,福,（组编分册）,1,6,0.078865
occlusion_000000090.png,occlusion,K,thank,1,5,0.119902
occlusion_000000091.png,occlusion,taonawsud8.en,taobao88888.cn,1,7,0.169734
occlusion_000000092.png,occlusion,Kano,kans,1,2,0.334045
occlusion_000000093.png,occlusion,1181,118u,1,1,0.491627
occlusion_000000094.png,occlusion,C15,tit,1,3,0.307741
occlusion_000000095.png,occlusion,福,方,1,1,0.178358
occlusion_000000096.png,occlusion,WiVa,viva,1,2,0.265888
occlusion_000000098.png,occlusion,Beantvprofessional,beautyprofessiona,1,4,0.328610
occlusion_000000099.png,occlusion,281804,ganxiaozi,1,9,0.253419
occlusion_000000100.png,occlusion,No.1,no.1,1,1,0.561359
occlusion_000000101.png,occlusion,KUDOM,kudom,1,5,0.310190
vertical_text_000000001.png,vertical_text,育,上海食文化研究会,1,8,0.090403
vertical_text_000000002.png,vertical_text,,货真价实,1,4,0.291109
vertical_text_000000003.png,vertical_text,,农夫烤鱼,1,4,0.242061
vertical_text_000000004.png,vertical_text,B,武汉市民,1,4,0.100522
vertical_text_000000005.png,vertical_text,I,专业空调维护,1,6,0.026568
vertical_text_000000006.png,vertical_text,,十八酒坊,1,4,0.044004
vertical_text_000000007.png,vertical_text,福,滁河大桥,1,4,0.040408
vertical_text_000000008.png,vertical_text,冒,上海市宝山区烟草糖酒专卖,1,12,0.156399
vertical_text_000000009.png,vertical_text,育,全国连锁,1,4,0.069198
vertical_text_000000010.png,vertical_text,育,珠海市公务车,1,6,0.126715
vertical_text_000000011.png,vertical_text,育,太阳能光伏产品的设计与安,1,12,0.077191
vertical_text_000000012.png,vertical_text,食,四轮定位,1,4,0.052862
vertical_text_000000013.png,vertical_text,,烤生蚝,1,3,0.062334
vertical_text_000000014.png,vertical_text,管,海之声,1,3,0.029556
vertical_text_000000015.png,vertical_text,宗,北京,1,2,0.060670
vertical_text_000000016.png,vertical_text,售,热情服务,1,4,0.052224
vertical_text_000000017.png,vertical_text,童,红宝石家居博览城,1,8,0.173320
vertical_text_000000018.png,vertical_text,美,诚信为,1,3,0.075834
vertical_text_000000019.png,vertical_text,福,真欧布,1,3,0.065643
vertical_text_000000020.png,vertical_text,,响新村村务监督委员会,1,10,0.055753
vertical_text_000000021.png,vertical_text,室,白云边,1,3,0.161680
vertical_text_000000022.png,vertical_text,,亲亲鱼,1,3,0.046183
vertical_text_000000023.png,vertical_text,自,交通银行,1,4,0.134290
vertical_text_000000024.png,vertical_text,出,山村,1,2,0.460817
vertical_text_000000025.png,vertical_text,福,北京市西城区,1,6,0.052316
vertical_text_000000026.png,vertical_text,意,创五洋品,1,4,0.041733
vertical_text_000000027.png,vertical_text,,长银大厦,1,4,0.092610
vertical_text_000000028.png,vertical_text,福,换领口袖口,1,5,0.103087
vertical_text_000000029.png,vertical_text,福,教职工活动中心,1,7,0.269374
vertical_text_000000030.png,vertical_text,福,铁龙专修,1,4,0.078927
vertical_text_000000031.png,vertical_text,福,施工联系,1,4,0.033230
vertical_text_000000032.png,vertical_text,管,得心應手事業成,1,7,0.157509
vertical_text_000000033.png,vertical_text,新,设计,1,2,0.050271
vertical_text_000000034.png,vertical_text,瓷,家政,1,2,0.103458
vertical_text_000000035.png,vertical_text,福,饮料,1,2,0.034375
vertical_text_000000036.png,vertical_text,售,外经贸大厦,1,5,0.166627
vertical_text_000000037.png,vertical_text,茶,出入平安,1,4,0.244691
vertical_text_000000038.png,vertical_text,福,三角带,1,3,0.043603
vertical_text_000000039.png,vertical_text,售,讲文明树新风,1,6,0.030538
vertical_text_000000040.png,vertical_text,具,好佳奇手机广场,1,7,0.073028
vertical_text_000000041.png,vertical_text,,廣海大厦,1,4,0.034197
vertical_text_000000042.png,vertical_text,富,第二军医大学临床教学医院,1,12,0.033521
vertical_text_000000043.png,vertical_text,营,中铁二局,1,4,0.124665
vertical_text_000000044.png,vertical_text,,会展中心,1,4,0.072144
vertical_text_000000045.png,vertical_text,养,沙县小,1,3,0.133058
vertical_text_000000046.png,vertical_text,量,番薯粥饭,1,4,0.065882
vertical_text_000000047.png,vertical_text,,羽绒概况,1,4,0.093683
vertical_text_000000048.png,vertical_text,,请照顾好老人和小孩,1,9,0.034118
vertical_text_000000049.png,vertical_text,鑫,平安接来全,1,5,0.129857
vertical_text_000000050.png,vertical_text,福,板金喷漆,1,4,0.079204
vertical_text_000000051.png,vertical_text,中,先进集体,1,4,0.049993
vertical_text_000000052.png,vertical_text,售,氨基酸洗发水系列,1,8,0.137926
vertical_text_000000053.png,vertical_text,福,一瓶送刮痧板,1,6,0.056711
vertical_text_000000054.png,vertical_text,和,有福道,1,3,0.164002
vertical_text_000000055.png,vertical_text,鑫,茗茶商行,1,4,0.088636
vertical_text_000000056.png,vertical_text,,正品批发,1,4,0.064134
vertical_text_000000057.png,vertical_text,福,加厚哦,1,3,0.048988
vertical_text_000000058.png,vertical_text,营,食搭配宜忌一本全,1,8,0.075110
vertical_text_000000059.png,vertical_text,粉,钠粉,1,1,0.112225
vertical_text_000000060.png,vertical_text,早,日子,1,2,0.305266
vertical_text_000000061.png,vertical_text,,磨剑少爷,1,4,0.042557
vertical_text_000000062.png,vertical_text,8,白粘土,1,3,0.147694
vertical_text_000000063.png,vertical_text,,实物拍摄,1,4,0.064645
vertical_text_000000064.png,vertical_text,会,地方特产,1,4,0.060056
vertical_text_000000065.png,vertical_text,量,中国少年儿童选型艺术学会,1,12,0.044458
vertical_text_000000066.png,vertical_text,售,美白牙齿,1,4,0.101233
vertical_text_000000067.png,vertical_text,,非贴纸,1,3,0.040178
vertical_text_000000068.png,vertical_text,堂,性情童话系列,1,6,0.035544
vertical_text_000000069.png,vertical_text,家,盛業機械,1,4,0.098912
vertical_text_000000070.png,vertical_text,鑫,抢购价,1,3,0.031509
vertical_text_000000071.png,vertical_text,福,当当车贴,1,4,0.040854
vertical_text_000000072.png,vertical_text,,支持退换,1,4,0.071032
vertical_text_000000073.png,vertical_text,,防腐防雨,1,4,0.038047
vertical_text_000000074.png,vertical_text,意,珍品,1,2,0.181383
vertical_text_000000075.png,vertical_text,鑫,女金胶囊,1,4,0.099012
vertical_text_000000076.png,vertical_text,鑫,早该这样打拼,1,6,0.198101
vertical_text_000000077.png,vertical_text,意,珍珠小马海,1,5,0.073682
vertical_text_000000078.png,vertical_text,,牛奶,1,2,0.077500
vertical_text_000000079.png,vertical_text,菜,薄荷味饮料浓浆,1,7,0.060783
vertical_text_000000080.png,vertical_text,营,我全赔,1,3,0.027160
vertical_text_000000081.png,vertical_text,,深圳市,1,3,0.121277
vertical_text_000000082.png,vertical_text,馆,祝您一路平安,1,6,0.074746
vertical_text_000000083.png,vertical_text,,中国熨法,1,4,0.083944
vertical_text_000000084.png,vertical_text,富,小吃特产,1,4,0.051777
vertical_text_000000085.png,vertical_text,量,图画书,1,3,0.268083
vertical_text_000000086.png,vertical_text,,禁止停车,1,4,0.073775
vertical_text_000000087.png,vertical_text,福,可攀树,1,3,0.172772
vertical_text_000000088.png,vertical_text,福,循序渐进,1,4,0.051822
vertical_text_000000089.png,vertical_text,福,消灭蟑螂,1,4,0.159527
vertical_text_000000090.png,vertical_text,营,印美百货,1,4,0.101978
vertical_text_000000091.png,vertical_text,福,扫一扫,1,3,0.071838
vertical_text_000000092.png,vertical_text,品,牙膏,1,2,0.576198
vertical_text_000000093.png,vertical_text,,持续控油,1,4,0.051458
vertical_text_000000094.png,vertical_text,餐,高清效果,1,4,0.035186
vertical_text_000000095.png,vertical_text,意,大门牙姑娘有美梦,1,8,0.039766
vertical_text_000000096.png,vertical_text,福,舒阴除虱膏,1,5,0.171532
vertical_text_000000097.png,vertical_text,,假一赔十,1,4,0.204438
vertical_text_000000098.png,vertical_text,福,小青柑,1,3,0.048315
vertical_text_000000099.png,vertical_text,,全新正品,1,4,0.254087
vertical_text_000000100.png,vertical_text,食,葆顺堂,1,3,0.072185
